,id,Division,Jira_ticket,State,Name,Notes,Merge,Legacy_URL,New_URL,Page_title
119,120,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,Embed as iframe,,https://insurance.mo.gov/industry/filings/healthrates/map/,https://insurance-new.mo.gov/individual-health-insurance-market-map,Health Insurance Rate Filings
120,121,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/index.php,https://insurance-new.mo.gov/topic/106,Filing Instructions
121,122,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/lh/index.php,https://insurance-new.mo.gov/topic/106/life-and-healthcare-filing-instructions,Life and Healthcare Filing Instructions
122,123,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/ltc.php,https://insurance-new.mo.gov/topic/106/long-term-care-annual-filings,Long-Term Care Annual Filings
123,124,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/mc/accessMain.php,https://insurance-new.mo.gov/topic/106/managed-care-filing-instructions,HMO Access Plan Instructions
124,125,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Client Review,DCI,,,https://insurance.mo.gov/industry/filings/mc/hmocredentialing.php,https://insurance-new.mo.gov/filing-instructions/hmo-standardized-credentialing-form,HMO Standardized Credentialing Form
125,126,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/mc/index.php,https://insurance-new.mo.gov/topic/106/managed-care-filing-instructions,Managed Care Filing Instructions
126,127,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/mc/servicearea.php,https://insurance-new.mo.gov/topic/106/managed-care-filing-instructions,Requests for Service Area Changes
127,128,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/pc/index.php,https://insurance-new.mo.gov/topic/106/property-and-casualty-filing-instructions,Property and Casualty Filing Instructions
128,129,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/pc/wc.php,https://insurance-new.mo.gov/workers-compensation-0,Workers' Compensation
129,130,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/pc/wcrates.php,https://insurance-new.mo.gov/workers-compensation-0,Workers' Compensation Rate Filing Instructions
130,131,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/industry/filings/pc/wcspecs_spec.php,,"Workers' Compensation Supplemental Rate Information | Missouri Department of Insurance, Financial Institutions & Professional Registration"
131,132,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Sarah P,,,https://insurance.mo.gov/industry/filings/stats/allegation.php,,Allegation Codes
132,133,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Sarah P,,,https://insurance.mo.gov/industry/filings/stats/district.php,,County and District Court Codes
133,134,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Sarah P,,,https://insurance.mo.gov/industry/filings/stats/index.php,,Statistical Reporting
134,135,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Sarah P,,,https://insurance.mo.gov/industry/filings/stats/medmalinstr.php,,Medical Malpractice Instructions
135,136,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Sarah P,,,https://insurance.mo.gov/industry/filings/stats/medmalspec.php,,Medical Malpractice Specialty Codes
136,137,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/stats/reports.php,https://insurance-new.mo.gov/insurance-public-reports,Insurance Public Reports
137,138,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/stats/statreprt.php,,Schedule of Filings for Statistical Reporting
138,139,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Page w/ view created need to migrate filings,,https://insurance.mo.gov/industry/formA.php,https://insurance-new.mo.gov/form-filings,Form A Filings
139,140,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Client Review,DCI,,,https://insurance.mo.gov/industry/forms/dramshopInstr.php,https://insurance-new.mo.gov/industry-forms/instructions-completing-dram-shop-liability-premium,Instructions For Completing Dram Shop Liability Premium
140,141,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Content Review,Jim,From DCI: Verified with Comp. Reg. that this is accurate.,,https://insurance.mo.gov/industry/forms/momutuals.php,https://insurance-new.mo.gov/missouri-mutual-companies-chapter-380-rsmo,"Missouri Mutual Companies (Chapter 380, RSMo)"
141,142,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Backlog,DCI,Manual migration; new link is a placeholder,,https://insurance.mo.gov/industry/forms/priorTax2.php,https://insurance-new.mo.gov/prior-year-tax-information,Prior-Year Tax Information
142,143,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Client Review,DCI,,,https://insurance.mo.gov/industry/fraud.php,https://insurance-new.mo.gov/industry-forms/fraud-reporting-insurers,Fraud Reporting for Insurers
143,144,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,Content Review,Jim,,,https://insurance.mo.gov/industry/localord/localOrd.php,https://insurance-new.mo.gov/local-government-ordinances-insured-property-losses,Local Government Ordinances on Insured Property Losses
144,145,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Content Review,Jim,,,https://insurance.mo.gov/industry/medmal.php,https://insurance-new.mo.gov/medical-malpractice-limits,Medical Malpractice Limits
145,146,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/industry/producer/agtwarning.php,,Alert to producers: selling unregistered securities
146,147,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/industry/producer/taxrevok.php,,License Revocation for Licensees Who Owe State Income Taxes
147,148,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Content Review,Jim,,,https://insurance.mo.gov/industry/sovimmunity.php,https://insurance-new.mo.gov/sovereign-immunity-limits,Sovereign Immunity Limits
148,149,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Jim,,,https://insurance.mo.gov/industry/surplin/eFile_App1.php,https://insurance-new.mo.gov/surplus-lines-appendix-1-filing-instructions,Surplus Lines - Appendix 1
149,150,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Jim,,,https://insurance.mo.gov/industry/surplin/eFile_App3.php,https://insurance-new.mo.gov/appendix-3-electronic-filing,Appendix 3 Electronic Filing
150,151,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Jim,,,https://insurance.mo.gov/industry/surplin/index.php,https://insurance-new.mo.gov/surplus-lines,Surplus Lines
151,152,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-390,Content Review,Sarah P,,,https://insurance.mo.gov/industry/surplin/TypeCodes.php,,Surplus Lines Coverage Codes
152,153,Insurance,,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/industry/WCBID/,,WCBID
153,154,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,,,https://insurance.mo.gov/laws/381title.php,https://insurance-new.mo.gov/title-insurance-law,Title Insurance Law
154,155,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/laws/eradjusters.php,,Emergency Regulation
155,156,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,From DCI: LEGAL is reviewing all Chapter 381 Section pages.,,https://insurance.mo.gov/laws/information.php,https://insurance-new.mo.gov/title-insurance-law-chapter-381#191,"Chapter 381 Title Insurance Law Section, Section 381.191"
156,157,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,In Progress,Jim,Need to migrate Letters,,https://insurance.mo.gov/laws/no-action-letters.php,https://insurance-new.mo.gov/no-action-letters,No-Action Letters
157,158,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,,,https://insurance.mo.gov/laws/premiums.php,https://insurance-new.mo.gov/title-insurance-law-chapter-381#171,"Chapter 381 Title Insurance Law Section, Section 381.171"
158,159,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,,,https://insurance.mo.gov/laws/premiumschedules.php,https://insurance-new.mo.gov/title-insurance-law-chapter-381#181,"Chapter 381 Title Insurance Law Section, Section 381.181"
159,160,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,,,https://insurance.mo.gov/laws/referrals.php,https://insurance-new.mo.gov/title-insurance-law-chapter-381#141,"Chapter 381 Title Insurance Law Section, Section 381.141"
160,161,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,,,https://insurance.mo.gov/laws/useofpremium.php,https://insurance-new.mo.gov/title-insurance-law-chapter-381#201,"Chapter 381 Title Insurance Law Section, Section 381.201"
161,162,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-321,Content Review,Jim,,,https://insurance.mo.gov/meetings/index.php,https://insurance-new.mo.gov/meetings,Hearings and Meetings
162,163,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,,,https://insurance.mo.gov/otherlicensees/mvesc.php,https://insurance-new.mo.gov/topic/256/motor-vehicle-extended-service-contracts-producers,Motor Vehicle Extended Service Contracts
163,164,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,,,https://insurance.mo.gov/otherlicensees/navigators.php,https://insurance.mo.gov/otherlicensees/navigators.php,Navigators Licensing Requirements and Application
164,165,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Content Review,Jim,,,https://insurance.mo.gov/otherlicensees/org-credit.php,,Organizational Credit
165,166,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Content Review,Jim,,,https://insurance.mo.gov/otherlicensees/service-contact-providers.php,,Service Contract Providers
166,167,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Content Review,Jim,,,https://insurance.mo.gov/otherlicensees/vehicle-protection-product-warrantors.php,,Vehicle Protection Product Warrantors
167,168,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,,,https://insurance.mo.gov/pbm/,https://insurance-new.mo.gov/pbm,Pharmacy Benefits Manger (PBM) License
168,169,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,,,https://insurance.mo.gov/producers/bailbondagents.php?/agents/bailbondagents.php,https://insurance-new.mo.gov/bail-bond-agents,Bail Bond Agents
169,170,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,MIGRATED onto bail bond page as a section,,https://insurance.mo.gov/producers/bba-lic-app-reqs.php,https://insurance-new.mo.gov/bail-bond-agents,Bail Bond and Surety Recovery Agent Licensing Application and Renewal Requirements
170,171,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,MIGRATED onto bail bond page as a section; also added to Continuing Education: https://insurance-new.mo.gov/topic/236#courseapproval,,https://insurance.mo.gov/producers/ce/ce_application.php?/agents/ce/ce_application.php,https://insurance-new.mo.gov/bail-bond-agents,Provider Course Application
171,172,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Content Review,Jim,,,https://insurance.mo.gov/producers/ce/ce_ltc.php?/agents/ce/ce_ltc.php,https://insurance-new.mo.gov/long-term-care-training-requirement,Long-Term Care Training Requirement
172,173,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Content Review,Jim,,,https://insurance.mo.gov/producers/ce/ce_nonres.php,https://insurance-new.mo.gov/continuing-education/non-resident-continuing-education-requirements,Non-Resident Continuing Education Requirements
173,174,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Content Review,Jim,,,https://insurance.mo.gov/producers/ce/ce_promem.php,https://insurance-new.mo.gov/continuing-education/continuing-education-professional-membership,Continuing Education for Professional Membership
174,175,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Content Review,Jim,,,https://insurance.mo.gov/producers/ce/ce_requirements.php?/agents/ce/ce_requirements.php,https://insurance-new.mo.gov/agentproducer-continuing-education-requirements,Agent/Producer Continuing Education Requirements
175,176,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Content Review,Jim,link group heading text is not converting H2s and other H tags even though its selected,,https://insurance.mo.gov/producers/entity/entity_nonres_lic.php?/agents/entity/entity_nonres_lic.php,https://insurance-new.mo.gov/entity_nonres_lic,Non-Resident Agency/Business Entity Producer Licensing
176,177,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Content Review,Jim,link group heading text is not converting H2s and other H tags even though its selected,,https://insurance.mo.gov/producers/entity/entity_res_lic.php?/agents/entity/entity_res_lic.php,https://insurance-new.mo.gov/entity_res_lic,Resident Agency/Business Entity Producer Licensing
177,178,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Content Review,Jim,,,https://insurance.mo.gov/producers/entity/renew_license.php?/agents/entity/renew_license.php,https://insurance-new.mo.gov/renew-your-license,Renew Your License | Resident Agency/Business Entity Producer Licensing
178,179,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Content Review,Sarah P,,,https://insurance.mo.gov/producers/entity/travel_entity_nonres_lic.php,,Non-Resident Travel Business Entity Producer Licensing
179,180,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Content Review,Sarah P,,,https://insurance.mo.gov/producers/entity/travel_entity_res_lic.php,,Resident Travel Business Entity Producer Licensing
180,181,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-430,Content Review,Jim,,,https://insurance.mo.gov/producers/resident/res_agent_licmaint.php?/agents/resident/res_agent_licmaint.php,https://insurance-new.mo.gov/maintaining-your-new-resident-license-0,Maintaining Resident License
181,182,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,From DCI: Will work with Stats to reformat this page.,,https://insurance.mo.gov/reports/,https://insurance-new.mo.gov/reports,Reports
182,183,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,,,https://insurance.mo.gov/reports/hmo/,https://insurance-new.mo.gov/reports/hmo-annual-report,HMO Annual Reports
183,184,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Not migrating,,Duplicate,,https://insurance.mo.gov/reports/index.php ,,Statistical Reports
184,185,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,,,https://insurance.mo.gov/reports/legmal/,https://insurance-new.mo.gov/reports/legal-malpractice-report,Legal Malpractice
185,186,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,,,https://insurance.mo.gov/reports/medmal/index.php,https://insurance-new.mo.gov/reports/medical-malpractice-report,Medical Professional Liability Insurance Reports
186,187,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,,,https://insurance.mo.gov/reports/mortguar/,https://insurance-new.mo.gov/reports/mortgage-guaranty-insurance-report,Mortgage Guaranty Insurance Report
187,188,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,,,https://insurance.mo.gov/reports/prodliab/,https://insurance-new.mo.gov/reports/product-liability-report,Product Liability Insurance Report
188,189,Insurance,,Not migrating,,"DCI labeled priority 1, but this page has been deleted; DELETED / NOT MIGRATING",,https://insurance.mo.gov/sb6/,,"Senate Bill 6 (SB6) and other bills affecting Insurance Producers on August 28, 2021 | Missouri Department of Commerce & Insurance"
189,190,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Content Review,Jim,,,https://insurance.mo.gov/self-servicestorageproducer/index.php,https://insurance-new.mo.gov/self-servicestorageproducer,Limited Lines Self-Service Storage Insurance Producers (LLSSSIP)
190,191,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Content Review,Jim,,,https://insurance.mo.gov/seniors/srmedigap.php,https://insurance-new.mo.gov/medigap-medicare-supplement-insurance,Medigap Insurance
191,192,Insurance,,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/summit,,Director's Regulatory Summit 2016
192,193,Insurance,,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/summitdocs/,,Documents
193,194,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Planned integration/auto migration,,http://insurance.mo.gov/CompanyAgentSearch/CompanySearch/fmexams.php,https://insurance-dev.mo.gov/financial-exams,Financial Exams
194,195,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Content Review,Jim,Planned integration/auto migration,,http://insurance.mo.gov/consumers/complaints/compindx.php,https://insurance-new.mo.gov/compindx,Consumer Complaint Index
195,196,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/CompanyAgentSearch/CompanySearch/companyChanges.php,https://insurance-new.mo.gov/company-changes,Company Changes
196,197,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Included in Company Search or Enforcement Actions?; planned entity type,,https://insurance.mo.gov/CompanyAgentSearch/CompanySearch/disapproval-life-health.php,,Life and Health Disapproval Actions
197,198,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/CompanyAgentSearch/CompanySearch/mcexams.php,https://insurance-new.mo.gov/market-regulation-actions,Market Regulation/Conduct Actions
198,199,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Content Review,Jim,,,https://insurance.mo.gov/companies/FAQ_healthinsurance.php,https://insurance-new.mo.gov/topic/261/faq-related-health-insurance,FAQ related to health insurance
199,200,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-409,Client Review,DCI,FAQs split onto separate page in Consumer FAQs: https://insurance-new.mo.gov/consumer-faqs/autism-insurance-law-faqs,,https://insurance.mo.gov/consumers/autismFAQ/,https://insurance-new.mo.gov/autism-and-related-insurance-resources,Autism and Related Insurance Resources
200,201,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Content Review,Jim,,,https://insurance.mo.gov/consumers/faq/autofaqs.php,https://insurance-new.mo.gov/topic/51/auto-insurance-faqs,Auto Insurance FAQs
201,202,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Content Review,Jim,Similar but not identical to https://insurance.mo.gov/consumers/wc/ccpfaqs.php (https://insurance-new.mo.gov/workers-compensation/contractors-credit-premium-adjustment-program-ccpap-faqs),,https://insurance.mo.gov/consumers/faq/ccpfaqs.php,,Contractors Credit Premium Adjustment Program (CCPAP) FAQs
202,203,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Content Review,Jim,,,https://insurance.mo.gov/consumers/faq/creditScoring.php,https://insurance-new.mo.gov/credit-history-and-insurance-faqs,Credit History and Insurance FAQs 
203,204,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Content Review,Jim,Needs to move to Consumer FAQs section,,https://insurance.mo.gov/consumers/faq/hofaqs.php,https://insurance-new.mo.gov/topic/71/homeowners-insurance-faqs,Homeowners Insurance FAQs
204,205,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Content Review,Jim,,,https://insurance.mo.gov/consumers/faq/insfaqs.php,https://insurance-new.mo.gov/general-insurance-faqs,General Insurance FAQs
205,206,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-409,Client Review,DCI,,,https://insurance.mo.gov/consumers/faq/lhfaqs.php,https://insurance-new.mo.gov/consumer-faqs/accident-and-health-faqs,Accident and Health FAQ
206,207,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-409,Done,,Merged with Accident and Health FAQs ⬆️,,https://insurance.mo.gov/consumers/faq/mhfaqs.php,https://insurance-new.mo.gov/consumer-faqs/accident-and-health-faqs,Mental Health Parity FAQs
207,208,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-422,Content Review,Jim,,,https://insurance.mo.gov/consumers/life-annuities/AnnuitiesFAQ.php,https://insurance-new.mo.gov/annuities-faqs,Annuities FAQs
208,209,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-422,Content Review,Jim,,,https://insurance.mo.gov/consumers/life-annuities/FAQ.php,https://insurance-new.mo.gov/topic/306/life-insurance-faqs,Life Insurance FAQs
209,210,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-422,Client Review,DCI,,,https://insurance.mo.gov/consumers/LongTerm/FAQ.php,https://insurance-new.mo.gov/consumer-faqs/long-term-care-faqs,Long-Term Care FAQs
210,211,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-422,Content Review,Jim,,,https://insurance.mo.gov/consumers/LongTerm/FAQPartnership.php,https://insurance-new.mo.gov/consumer-faqs/partnerships-faqs,Frequently Asked Questions for Partnerships
211,212,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-382,Client Review,DCI,,,https://insurance.mo.gov/consumers/wc/ccpfaqs.php,https://insurance-new.mo.gov/workers-compensation/contractors-credit-premium-adjustment-program-ccpap-faqs,Contractors Credit Premium Adjustment Program (CCPAP) FAQs 
212,213,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-382,Content Review,Jim,https://insurance-new.mo.gov/workers-compensation-faq,,https://insurance.mo.gov/consumers/wc/wcfaqs.php,https://insurance-new.mo.gov/workers-compensation-faq,Workers' Compensation FAQ
213,214,Insurance,,Not migrating,,"DCI labeled priority 1, but this page has been deleted.",,https://insurance.mo.gov/consumers/weather/winterstormFAQ.php,,Winter Storm FAQs
214,215,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-380,Content Review,Jim,,,https://insurance.mo.gov/industry/faq/BailBondSuretyRecovery.php,https://insurance-new.mo.gov/bailbondsuretyrecovery,Insurance Bail Bond / Surety Recovery Licensing FAQs
215,216,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-380,Content Review,Jim,,,https://insurance.mo.gov/industry/faq/coreports.php,https://insurance-new.mo.gov/topic/121/insurance-company-faq,Insurance Company FAQ
216,217,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-380,Content Review,Jim,,,https://insurance.mo.gov/industry/faq/license.php,https://insurance-new.mo.gov/topic/121/license,Agent/Producer/Agency Licensing FAQs
217,218,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-380,Content Review,Jim,,,https://insurance.mo.gov/industry/faq/premtax.php,https://insurance-new.mo.gov/topic/121/premtax,Insurance Premium Tax FAQs
218,219,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Content Review,Jim,,,https://insurance.mo.gov/laws/sop.php,https://insurance-new.mo.gov/service-process-faqs,Service of Process FAQs
219,220,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-312,In Progress,Jim,Manual migration,,https://insurance.mo.gov/industry/forms/,https://insurance-new.mo.gov/topic/111,Forms
220,221,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Content Review,Jim,,,https://insurance.mo.gov/consumers/glossary.php,https://insurance-new.mo.gov/glossary-terms-alphabetical,Glossary (Alphabetical)
221,222,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Content Review,Jim,,,https://insurance.mo.gov/consumers/glossaryCAT.php,https://insurance-new.mo.gov/glossary-terms-categorized,Glossary of Terms (Categorized)
222,223,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-409,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/consumers/hmo/serviceArea.php,https://insurance-new.mo.gov/hmo-service-areas-company-list,HMO Service Areas in Missouri 
223,224,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Content Review,Jim,,,https://insurance.mo.gov/,,Missouri Department of Insurance
224,225,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Not migrating,,NOT MIGRATING; see also https://insurance.mo.gov/consumers/home/hoAvailCnty.php?p=0&cnty=1,,https://insurance.mo.gov/consumers/home/hoAvail.php,,Missouri Homeowners Availability by County
225,226,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Not migrating,,Duplicate,,https://insurance.mo.gov/agents/bailbondagents.php,,Bail Bond Agents
226,227,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-386,Content Review,Jim,,,https://insurance.mo.gov/industry/filings/checklists/,https://insurance-new.mo.gov/topic/106/filing-checklists-insurance-companies,Filing Checklists for Insurance Companies
227,228,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-380,Content Review,Jim,,,https://insurance.mo.gov/industry/surplin/surplin_faq.php,https://insurance-new.mo.gov/surplus-lines-faq,Surplus Lines FAQ
228,229,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Content Review,Jim,,,https://insurance.mo.gov/industry/wc.php,https://insurance-new.mo.gov/workers-compensation-industry-resources,Workers' Compensation Industry Resources
229,230,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,In Progress,Jim,Manual migration,,https://insurance.mo.gov/laws/bulletin/,https://insurance-new.mo.gov/topic/266/bulletins,Insurance Bulletins
230,231,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/00-01.php,,"00-01: Designation of Agencies, Appointment of Agents and Termination of Appointments"
231,232,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/00-02.php,,00-02: Recent Legislation Regarding Missouri Title Insurance Laws
232,233,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/00-03.php,,00-03: Compliance with Privacy Provisions of Gramm-Leach-Bliley (Pub. Law 106-102) 
233,234,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/01-01.php,,01-01: Missouri's Group Discontinuance And Replacement Law and HIPAA
234,235,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/01-02.php,,01-02: Hail Damage Claims
235,236,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Client Review,DCI,,,https://insurance.mo.gov/laws/bulletin/01-04.php,https://insurance-new.mo.gov/01-04-senate-bill-894,01-04: Senate Bill 894
236,237,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-01.php,,02-01: Modified Guidelines for Deductible Workers' Compensation Policies
237,238,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-02.php,,02-02: Workers' Compensation Schedule Rating Credits
238,239,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-03.php,,02-03: Terrorism Exclusions in Commercial Lines and Personal Lines
239,240,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-04.php,,02-04: Implementation of Senate Bill 193 (Missouri Single Producer Licensing Act)
240,241,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-05.php,,"02-05: AGENTS BEWARE - Illegal ""ERISA"" And ""Union Plan"" Scams"
241,242,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-06.php,,02-06: Compliance with the Patriot Act
